run,pair_name,signal_name,expression,primary_mechanism,expected_sign,generation,hypothesis,confidence,coder_a,coder_b,coder_a_confidence,coder_b_confidence,adjudicated,adjudicator_confidence,record_id
A1,accrual_finance,AccrualsAmplifiedByGrossIssuance,"WINSOR(RATIO(MUL(SUB(ib, oancf), ADD(sstk, dltis)), MUL(at, at)), 1)",issuance_accrual_inflation,negative,1,The pricing error in accruals scales with how much fresh outside capital the firm is actually raising: gross equity plus long-term debt issuance measures the firm's dependence on external investors who must be convinced by reported earnings.,5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04877
A1,accrual_finance,BalanceSheetAccrualNetFinancing,"SUMRANK(RATIO(SUB(DELTA(wcap, 1), dp), at), RATIO(ADD(DELTA(dltt, 1), SUB(DELTA(ceq, 1), ib)), at))",issuance_accrual_inflation,negative,1,"Firms whose working-capital accruals (net of depreciation) are high at the same time that they are raising net debt and net equity are financing non-cash earnings growth from outside capital, and should subsequently underperform.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04878
A1,accrual_finance,DebtFundedAccrualCashDrain,"SUMRANK(RATIO(SUB(ib, oancf), at), SUMRANK(RATIO(DELTA(dltt, 1), at), NEG(RATIO(DELTA(che, 1), at))))",maturity_and_claim_pressure,negative,1,Balance-sheet pressure is clearest when soft earnings coincide with new long-term borrowing *and* a decline in cash holdings: the firm is consuming liquidity and adding fixed claims while reporting non-cash profits.,4,maturity_and_claim_pressure,maturity_and_claim_pressure,4,4,false,,m04879
A1,accrual_finance,IndustryNeutralAccrualFinancing,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,1,"Accrual and issuance intensity are strongly industry-determined (biotech and utilities issue and accrue for structural reasons), so within-industry deviations isolate the firm-specific earnings-management/overvaluation component that is actually mispriced.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04880
A1,accrual_finance,RankWeightedFinancingAccruals,"MUL(WINSOR(RATIO(SUB(ib, oancf), at), 1), RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,1,"Accrual mispricing is monotonically increasing in external-financing dependence rather than switching on at a threshold: heavy net issuers should show the full accrual effect, self-funded and repurchasing firms almost none.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04881
A1,accrual_finance,RevenueQualityAccrualsWithEquityIssuance,"SUMRANK(RATIO(NEG(ADD(recch, invch)), at), RATIO(SUB(sstk, prstkc), at))",issuance_accrual_inflation,negative,1,"Within total accruals, receivable and inventory buildups are the components most amenable to revenue-recognition management, and their information content should be strongest when the firm is simultaneously selling equity into the market.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04882
A1,accrual_finance,AccrualsWithShortMaturityDebtReliance,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(dlc, ADD(dlc, dltt))))",maturity_and_claim_pressure,negative,2,"Beyond how much a firm borrows, the maturity mix matters: accrual-heavy firms funded disproportionately with short-term debt face imminent rollover decisions, giving lenders a near-term option to withdraw exactly when accruals reverse.",5,maturity_and_claim_pressure,maturity_and_claim_pressure,5,5,false,,m04883
A1,accrual_finance,AccrualsWithoutPayoutDiscipline,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(NEG(RATIO(ADD(prstkc, dvt), at))))",earnings_tax_validation_gap,negative,2,"Cash returned to shareholders is a credible signal that reported earnings are real; accrual-heavy firms that distribute nothing are the ones whose earnings quality claim is unverified, so the financing leg's power may come from the absence of payout rather than the presence of issuance.",3,earnings_tax_validation_gap,earnings_tax_validation_gap,3,4,false,,m04884
A1,accrual_finance,ConjunctiveAccrualIssuance,"MIN(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,2,"The overvaluation story is genuinely conjunctive: only firms that are simultaneously accrual-aggressive and net external financiers should be shorted, while a firm extreme on one dimension alone carries little information.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04885
A1,accrual_finance,IndNeutralAccrualDebtCashDrain,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(IND_ZSCORE(RATIO(DELTA(dltt, 1), at)), IND_ZSCORE(NEG(RATIO(DELTA(che, 1), at)))))",maturity_and_claim_pressure,negative,2,"Soft earnings combined with new long-term borrowing and a falling cash buffer identifies firms whose reported profits are neither cash-generating nor self-financing, and the mispricing is firm-specific rather than industry-driven.",4,maturity_and_claim_pressure,maturity_and_claim_pressure,4,4,false,,m04886
A1,accrual_finance,IndNeutralAccrualIssuanceLeverage,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)), IND_ZSCORE(RATIO(lt, at))))",maturity_and_claim_pressure,negative,2,Financing pressure has both a flow dimension (capital currently being raised) and a stock dimension (existing outside claims); accrual mispricing should be strongest where both are elevated because the firm has little slack to absorb an accrual reversal.,4,issuance_accrual_inflation,maturity_and_claim_pressure,4,4,true,4,m04887
A1,accrual_finance,PersistentIndNeutralAccrualFinancing,"SUMRANK(IND_ZSCORE(MA(RATIO(SUB(ib, oancf), at), 3)), IND_ZSCORE(MA(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 3)))",chronic_external_funding_dependence,negative,2,"Chronic dependence on accruals and outside capital, rather than a single fiscal year's realization, identifies structurally cash-deficient firms whose valuations are most likely to be corrected.",5,chronic_external_funding_dependence,chronic_external_funding_dependence,5,5,false,,m04888
A1,accrual_finance,AccrualEscalationAtIssuance,"SUMRANK(IND_ZSCORE(DELTA(RATIO(SUB(ib, oancf), at), 1)), IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,3,"Earnings management is an event, not a level: the informative case is a firm whose accruals *jumped* in the same year it raised outside capital, because that is the pattern consistent with dressing up reported earnings for investors.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04889
A1,accrual_finance,AccrualsAfterPriorYearFinancing,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(LAG(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 1)))",issuance_accrual_inflation,negative,3,"If the mechanism is post-financing disappointment, the relevant financing already happened: firms that raised capital last year and still report accrual-heavy earnings are the ones facing an imminent reversal with the proceeds already spent.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04890
A1,accrual_finance,AccrualsVsFinancingFragilityIndex,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), RATIO(dlc, ADD(dlc, dltt))))",maturity_and_claim_pressure,negative,3,"Financing vulnerability has a volume dimension (net capital currently raised) and a maturity dimension (reliance on short-term debt that must be rolled); combining them into one index, then interacting with accruals, should dominate either single financing measure.",3,maturity_and_claim_pressure,maturity_and_claim_pressure,3,4,false,,m04891
A1,accrual_finance,AccrualsWithNetDebtIssuance,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(SUB(dltis, dltr), at)))",issuance_accrual_inflation,negative,3,"If the interaction reflects balance-sheet pressure rather than equity overvaluation, then net long-term debt issuance is the financing action that matters, because creditors ratify soft earnings with fixed claims the firm must service in cash.",4,issuance_accrual_inflation,issuance_accrual_inflation,4,4,false,,m04892
A1,accrual_finance,AccrualsWithNetEquityIssuance,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(SUB(sstk, prstkc), at)))",issuance_accrual_inflation,negative,3,"The accrual-financing interaction is an equity-market-timing phenomenon: managers inflate accruals when they intend to sell equity and avoid issuance (or repurchase) when the stock is cheap, so net equity issuance should be the dominant financing leg.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04893
A1,accrual_finance,AccrualsWithShareCountDilution,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(GROWTH(csho, 1)))",issuance_accrual_inflation,negative,3,"Share-count growth captures all forms of equity dilution — secondary offerings, stock-financed acquisitions, and option exercise — so it should identify accrual-heavy firms paying with overvalued paper even when cash-flow-statement issuance is small.",4,issuance_accrual_inflation,issuance_accrual_inflation,4,4,false,,m04894
A1,accrual_finance,AccrualsWithCumulativeThreeYearFinancing,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(TS_SUM(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 3)))",chronic_external_funding_dependence,negative,4,"The stock of recently raised outside capital, accumulated over three years, measures how much of the firm's current balance sheet was funded by investors rather than operations, and current accrual aggressiveness on top of that stock signals the coming correction.",5,chronic_external_funding_dependence,chronic_external_funding_dependence,5,5,false,,m04895
A1,accrual_finance,AccrualsWithUnstableExternalFunding,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(VOL(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 3)))",chronic_external_funding_dependence,negative,4,"Erratic reliance on outside capital indicates an opaque, funding-fragile firm whose reported earnings quality cannot be verified from cash generation; accrual-heavy firms with volatile financing should therefore underperform more than accrual-heavy firms with steady financing policies.",4,chronic_external_funding_dependence,chronic_external_funding_dependence,4,5,false,,m04896
A1,accrual_finance,FirmRelativeAccrualIssuanceSpike,"SUMRANK(TS_RANK(RATIO(SUB(ib, oancf), at), 5), TS_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 5))",issuance_accrual_inflation,negative,4,"What is mispriced is an abnormal event for the firm — accruals and external financing both at multi-year highs relative to the firm's own history — not the permanent characteristic of being an accrual-heavy, capital-hungry company.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,4,false,,m04897
A1,accrual_finance,IndNeutralAccrualsWithIssuanceSpike,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), TS_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 5))",issuance_accrual_inflation,negative,4,"Accrual aggressiveness is best judged against industry peers (accounting norms are industry-specific), whereas financing is best judged against the firm's own funding history (an issuance spike is the event that signals opportunism).",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04898
A1,accrual_finance,IssuanceBeyondInternalEarningsWithAccruals,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(SUB(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), ib), at)))",issuance_accrual_inflation,negative,4,Financing is most suspicious when it far exceeds what the firm's reported earnings could fund: raising outside capital well in excess of internal profits is the signature of opportunistic issuance into a favorable valuation.,5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04899
A1,accrual_finance,WorkingCapitalAccrualLegWithNetFinancing,"SUMRANK(IND_ZSCORE(RATIO(ADD(SUB(ib, oancf), dpc), at)), IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,4,"Within the cash-flow accrual measure, it is the working-capital buildup rather than the depreciation offset that reflects discretionary earnings quality, so adding depreciation back should sharpen the accounting-quality leg of the interaction.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04900
A1,accrual_finance,AccrualsWithPayoutBeyondEarnings,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(SUB(ADD(dvt, prstkc), ib), at)))",borrowed_payouts,negative,5,"Distributing more cash to shareholders than the firm earned, while earnings are already accrual-inflated, indicates a payout being sustained by outside capital or balance-sheet depletion rather than by real profits.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04901
A1,accrual_finance,DualFrameFinancingAccruals,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)), TS_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 5)))",chronic_external_funding_dependence,negative,5,"Accrual-heavy firms are most mispriced when they are both structurally dependent on outside capital (high versus industry peers) and raising unusually much versus their own funding history, because the first identifies the vulnerable business model and the second identifies the opportunistic event.",4,chronic_external_funding_dependence,chronic_external_funding_dependence,4,4,false,,m04902
A1,accrual_finance,IndRankAccrualFinancing,"SUMRANK(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,5,"The economic content of the interaction is ordinal — being an accrual-aggressive, capital-raising firm relative to peers — so within-industry percentile ranks should represent it more robustly than z-scores, which are distorted by the extreme scaled ratios of small, low-asset firms.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04903
A1,accrual_finance,SymmetricDualFrameAccrualFinancing,"SUMRANK(SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), TS_RANK(RATIO(SUB(ib, oancf), at), 5)), SUMRANK(IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)), TS_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 5)))",chronic_external_funding_dependence,negative,5,"Both accounting aggressiveness and financing dependence should be judged simultaneously against peers and against the firm's own history, so that the signal fires on firms that are both structurally low-quality and currently deviating from their own norm on both dimensions.",3,chronic_external_funding_dependence,chronic_external_funding_dependence,3,4,false,,m04904
A1,accrual_finance,WCAccrualsWithIssuanceBeyondEarnings,"SUMRANK(IND_ZSCORE(RATIO(ADD(SUB(ib, oancf), dpc), at)), IND_ZSCORE(RATIO(SUB(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), ib), at)))",issuance_accrual_inflation,negative,5,"The sharpest version of the story is a working-capital-driven earnings overstatement funded by capital raised well in excess of what the firm actually earned — discretionary accounting on the asset side, opportunistic financing on the liability side.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04905
A1,accrual_finance,AccrualsPayoutOverreachIssuanceSpike,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(RATIO(SUB(ADD(dvt, prstkc), ib), at), TS_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), 5)))",borrowed_payouts,negative,6,The most fragile configuration is an accrual-heavy firm distributing beyond its earnings while raising an unusual amount of capital relative to its own funding history — over-distribution and opportunistic replacement funding at the same time.,5,borrowed_payouts,borrowed_payouts,5,4,false,,m04906
A1,accrual_finance,AccrualsWithFundingAndOverdistribution,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), RATIO(SUB(ADD(dvt, prstkc), ib), at)))",borrowed_payouts,negative,6,"Accrual-heavy firms are most overvalued when they simultaneously take in outside capital and distribute more than they earn, because the two flows together prove that reported profits are not funding either investment or the payout.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04907
A1,accrual_finance,AccrualsWithPayoutBeyondCashFlow,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(SUB(ADD(dvt, prstkc), oancf), at)))",borrowed_payouts,negative,6,"Payout sustainability should be judged against cash actually generated, not against accrual-based earnings, so distributions in excess of operating cash flow identify the firms that must return to the capital markets or deplete the balance sheet.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04908
A1,accrual_finance,CashDeficitFinancingDiagnostic,"SUMRANK(IND_ZSCORE(NEG(RATIO(oancf, at))), IND_ZSCORE(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",earnings_tax_validation_gap,negative,6,"If the mechanism is that externally funded firms with weak cash generation are overpriced, then operating cash flow weakness alone, interacted with external financing, should carry the signal, and the earnings-minus-cash-flow accrual construction adds nothing.",4,earnings_tax_validation_gap,earnings_tax_validation_gap,4,4,false,,m04909
A1,accrual_finance,DebtFundedDividendsWithAccruals,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(MIN(DELTA(dltt, 1), dvc), at)))",borrowed_payouts,negative,6,"Borrowing while paying dividends is a specific and costly signal of managerial commitment to an unsustainable payout; when reported earnings are also accrual-inflated, the dividend is effectively being funded by creditors and the equity is overpriced.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04910
A1,accrual_finance,EquityCushionAmplifiedAccruals,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(lt, ceq)))",maturity_and_claim_pressure,negative,6,"What amplifies accrual mispricing is how little equity capital stands behind the outside claims: with a thin equity cushion, an accrual reversal transfers value to creditors and forces distressed financing.",4,maturity_and_claim_pressure,maturity_and_claim_pressure,4,4,false,,m04911
A1,accrual_finance,AccrualsFundingAndPayoutCoverageGap,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), RATIO(SUB(ADD(dvt, prstkc), oancf), at)))",borrowed_payouts,negative,7,Accrual-heavy firms that both take in outside capital and distribute more cash than operations generate are the clearest cases of value being maintained by capital-market support rather than by cash earnings.,5,borrowed_payouts,borrowed_payouts,5,5,false,,m04912
A1,accrual_finance,AccrualsWithCapitalMarketChurn,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(ADD(ADD(sstk, dltis), ADD(prstkc, dltr)), at)))",chronic_external_funding_dependence,negative,7,"Firms continuously transacting with capital markets in both directions are habitually dependent on external validation and face recurring incentives to present favorable earnings, so gross financing turnover should amplify accrual mispricing even when net flows are near zero.",4,chronic_external_funding_dependence,chronic_external_funding_dependence,4,5,false,,m04913
A1,accrual_finance,AccrualsWithCleanSurplusEquityIssuance,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(RATIO(SUB(DELTA(ceq, 1), ib), at)))",issuance_accrual_inflation,negative,7,"The change in book equity net of earnings captures all equity financing — cash offerings, stock-financed acquisitions, option exercise, and dividends — so it should identify accrual-heavy firms funding themselves with equity more completely than cash-flow-statement issuance does.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04914
A1,accrual_finance,AccrualsWithLeveringUpTrend,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), IND_ZSCORE(TREND(RATIO(lt, at), 5)))",chronic_external_funding_dependence,negative,7,What matters about capital structure is the direction of travel: a firm that has been steadily adding outside claims over five years while reporting accrual-heavy earnings is progressively exhausting its financing capacity.,4,chronic_external_funding_dependence,chronic_external_funding_dependence,4,4,false,,m04915
A1,accrual_finance,ConjunctiveAccrualPayoutStress,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at)))",borrowed_payouts,negative,7,The short side requires both conditions simultaneously — inflated accruals and distributions exceeding cash generation — so a multiplicative rank interaction should concentrate the mispricing in the extreme portfolio better than an additive average.,5,borrowed_payouts,borrowed_payouts,5,5,false,,m04916
A1,accrual_finance,DualFramePayoutCoverageAccruals,"SUMRANK(IND_ZSCORE(RATIO(SUB(ib, oancf), at)), SUMRANK(IND_ZSCORE(RATIO(SUB(ADD(dvt, prstkc), oancf), at)), TS_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at), 5)))",borrowed_payouts,negative,7,"A payout-coverage shortfall is most alarming when the firm is both worse than its peers and worse than its own recent history, since the latter signals a newly binding cash constraint rather than a permanent capital-intensive policy.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04917
A1,accrual_finance,AccrualsTimesFinancingStressIndex,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(ADD(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at), RATIO(SUB(ADD(dvt, prstkc), oancf), at))))",borrowed_payouts,negative,8,"Total dependence on outside claimholders — capital taken in plus distributions not covered by operations — is one economic quantity, and accrual aggressiveness should be multiplied by that single composite rather than by each component separately.",4,borrowed_payouts,chronic_external_funding_dependence,4,4,true,4,m04918
A1,accrual_finance,ConjunctiveAccrualCapitalChurn,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(ADD(ADD(sstk, dltis), ADD(prstkc, dltr)), at)))",chronic_external_funding_dependence,negative,8,"Gross capital-market activity, regardless of net direction, marks firms habitually reliant on investor validation; combined multiplicatively with accrual aggressiveness this identifies opaque, frequently financed firms whose earnings claims are least verifiable.",5,chronic_external_funding_dependence,chronic_external_funding_dependence,5,5,false,,m04919
A1,accrual_finance,ConjunctiveAccrualNetFinancing,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at)))",issuance_accrual_inflation,negative,8,"Accrual-heavy firms that are simultaneously heavy net users of external capital are the joint-extreme cases the overvaluation story predicts, and this conjunction should be priced at least as strongly as the payout-coverage version.",5,issuance_accrual_inflation,issuance_accrual_inflation,5,5,false,,m04920
A1,accrual_finance,DualChannelAccrualConjunction,"SUMRANK(MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at))), MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at))))",borrowed_payouts,negative,8,"Accrual aggressiveness interacts separately with over-distribution and with external funding dependence, so averaging the two interaction terms should retain full interaction strength while diversifying the portfolio across two distinct financing red flags.",3,borrowed_payouts,borrowed_payouts,3,4,false,,m04921
A1,accrual_finance,RoundTripCapitalWithAccruals,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(MIN(ADD(sstk, dltis), ADD(dvt, prstkc)), at)))",borrowed_payouts,negative,8,"Simultaneously raising new capital and handing cash back to shareholders is economically wasteful unless management is exploiting a favorable share price or defending a payout it cannot fund, so round-tripped capital combined with accrual-heavy earnings should mark overvaluation.",4,borrowed_payouts,borrowed_payouts,4,4,false,,m04922
A1,accrual_finance,TripleConjunctionAccrualFinancingStress,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), MUL(IND_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at)), IND_RANK(RATIO(ADD(SUB(sstk, prstkc), SUB(dltis, dltr)), at))))",borrowed_payouts,negative,8,"The most extreme case is a firm that is accrual-aggressive, distributing beyond its operating cash flow, and simultaneously raising outside capital — recycling investor money while reporting non-cash profits.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04923
A1,accrual_finance,ChronicOverdistributionConjunction,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(TS_SUM(RATIO(SUB(ADD(dvt, prstkc), oancf), at), 3)))",borrowed_payouts,negative,9,"Firms that have distributed more than their operating cash flow for several consecutive years are structurally, not temporarily, over-committed, and pairing that chronic state with current accrual aggressiveness should be more reliably priced than a single-year gap.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04924
A1,accrual_finance,DiscretionaryAccrualPayoutGapConjunction,"MUL(IND_RANK(RATIO(ADD(SUB(ib, oancf), dpc), at)), IND_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at)))",borrowed_payouts,negative,9,"Within the accrual leg, the working-capital component is the discretionary part of earnings quality, so removing the mechanical depreciation offset should strengthen the interaction with payout overreach.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04925
A1,accrual_finance,DualFrameConjunctiveAccrualPayoutStress,"SUMRANK(MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at))), MUL(TS_RANK(RATIO(SUB(ib, oancf), at), 5), TS_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), at), 5)))",borrowed_payouts,negative,9,"The joint condition is most informative when a firm is extreme both against its industry peers and against its own five-year history, since the peer frame identifies bad types and the own-history frame identifies deterioration.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04926
A1,accrual_finance,PayoutGapAgainstCashBuffer,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(SUB(ADD(dvt, prstkc), oancf), che)))",borrowed_payouts,negative,9,"A distribution shortfall only threatens the firm if it is large relative to the liquidity available to absorb it, so scaling the gap by cash holdings identifies firms whose over-distribution must be resolved imminently.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04927
A1,accrual_finance,StickyDividendGapConjunction,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(SUB(dvc, oancf), at)))",borrowed_payouts,negative,9,"Dividends are a sticky commitment while repurchases are discretionary, so a shortfall driven by dividends the firm cannot cover from operations is a stronger signal of forced future financing or a coming cut than one driven by buybacks.",5,borrowed_payouts,borrowed_payouts,5,5,false,,m04928
A1,accrual_finance,TotalClaimServicingGapConjunction,"MUL(IND_RANK(RATIO(SUB(ib, oancf), at)), IND_RANK(RATIO(SUB(ADD(ADD(dvt, prstkc), dltr), oancf), at)))",maturity_and_claim_pressure,negative,9,"The relevant shortfall is cash owed to *all* claimholders — dividends, repurchases and debt repayments — minus cash generated by operations; accrual-heavy firms facing that combined servicing gap must refinance or shrink.",4,maturity_and_claim_pressure,maturity_and_claim_pressure,4,4,false,,m04929
A1,accrual_intangible,AccrualVol_x_RDIntensity,"MUL(VOL(RATIO(SUB(ib, oancf), at), 5), RANK(RATIO(xrd, sale)))",accrual_opacity_in_intangibles,negative,0,"Accrual instability is a measure of low earnings quality, and its return penalty is amplified at R&D-intensive firms where investors already have limited ability to verify fundamentals.",5,accrual_opacity_in_intangibles,accrual_opacity_in_intangibles,5,5,false,,m04930
A1,accrual_intangible,Goodwill_Growth_With_WC_Accrual,"SUMRANK(GROWTH(gdwl, 1), RATIO(SUB(DELTA(wcap, 1), dp), at))",purchased_intangible_overstatement,negative,0,"Firms that simultaneously buy intangibles through acquisition (goodwill growth) and inflate working-capital accruals are recognizing value that is neither internally productive nor cash-supported, and subsequently underperform.",5,purchased_intangible_overstatement,purchased_intangible_overstatement,5,5,false,,m04931
A1,accrual_intangible,Innovation_Rising_Accruals_Falling,"SUB(TS_RANK(RATIO(xrd, sale), 5), TS_RANK(RATIO(SUB(ib, oancf), at), 5))",cash_backed_hidden_investment,positive,0,"Firms whose R&D intensity is at a five-year high while their accrual ratio is at a five-year low are increasing real intangible investment while shrinking accounting-driven earnings, a combination that markets underprice.",5,cash_backed_hidden_investment,cash_backed_hidden_investment,5,5,false,,m04932
A1,accrual_intangible,IntangibleAdj_GrossProfit_Less_Accruals,"SUB(RANK(RATIO(SUB(revt, cogs), ADD(at, TS_SUM(COALESCE(xrd, 0), 5)))), RANK(RATIO(SUB(ib, oancf), at)))",intangible_return_realization,positive,0,"Gross profitability measured against an intangible-augmented capital base captures true economic productivity, and subtracting the accrual rank strips out the portion of reported performance that comes from accounting recognition rather than operations.",5,intangible_return_realization,intangible_return_realization,5,5,false,,m04933
